VendorNumber,VendorName,VendorAddress1,VendorAddress2,VendorCity,VendorZip,VendorState,VendorCountry,VendorContactPhone,VendorContactFax,VendorContact,VendorContactEmail,VendCommCode,VendMinority,VendDesignated,VendIndustry,VendorKey,ShipToLocation,Currency
"145","CHRISTIANA INDUSTRIES","6500 N. CLARK ST.","","CHICAGO","60626-4094","IL","","773-465-5957","773-465-6271","ROBBIN 13","","  "," "," ","",1041,"EPDC","DLL"
"1502","MWS WIRE INDUSTRIES","31200 CEDAR VALLEY DR.","WESTLAKE","VILLAGE","91362","CA","USA","818-991-8553","818-706-0911","GREG FANCON","GREG@MWSWIRE.COM","WW","N","N","AERO",1042,"EPDC","DLL"
"1554","PRINCE & IZANT","12333 PLAZA DR.","","CLEVELAND","44130","OH","USA","1-800-275-6963","216-916-1136","JOHN TOBEY","JTOBEY@PRINCEIZANT.COM","DD","N","N","AERO",1043,"EPDC","DLL"
"19811","SAGER ELECTRONICS","1000 JUPITER ROAD STE 400","","PLANO","75074","TX","USA","(972)312-0408","(508)923-5047","HENSHA BURGOS","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",27411,"EPDC","DLL"
"21230","CIRCUIT CONTROLS CORP.","2277 M-119 HIGHWAY","","PETOSKEY","49770","MI","USA","231-347-0760","231-439-3656","DONNA HARGET","DONNA.HARGET@US.YAZAKI.COM","CC","N","N","AUTO",32186,"EPDC","DLL"
"21293","UNITED RIBTYPE CO.; INC.","1319 PRODUCTION ROAD","","FORT WAYNE","46808","IN","USA","260-424-8973","","T","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",32206,"EPDC","DLL"
"21318","NEXGEN MOLD AND TOOL","4300 SECURITY PKWY","","NEW ALBANY","47150","IN","USA","812-945-3375","812-944-1848","JOHN LUKES","ENTER MAIN CONTACT EMAIL HERE","CC","N","N","AUTO",32193,"EPDC","DLL"
"21386","AREA51-ESG; INC.","51 POST","","IRVINE","92618-5216","CA","USA","949-387-0051 X 364","","GRACE NUNEZ","GRACEN.AREA51@GMAIL.COM","CC"," "," ","AEHN",32059,"EPDC","DLL"
"21545","PROCIMEC COMPANY LLC","11940 DON HASKINS STE B 132","","EL PASO","79936","TX","USA","617-0421","","VENTAS","VENTAS@PROCIMEC.COM","CC"," "," ","????",30239,"EPDC","DLL"
"21771","MATERION ADVANCED MATERIALS TECHNOLOGIES AND SVCS INC.","5520 MIDWAY PARK PLACE NE","","ALBUQUERQUE","87109","NM","USA","505-343-9440","505-343-9441","CHARLEW LOWRY","CHARLES_LOWRY@BEMINC.COM","CC"," "," ","????",32071,"EPDC","DLL"
"22595","RAMCO INNOVATIONS","1207 MAPLE STREET","","WEST DESMOINES","50265","IA","USA","515-225-6933","515-225-0063","JEREMY HONNOLD","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",32205,"EPDC","DLL"
"230000","CQS INDUSTRIES INC.","LOT LX-1 CHOCHIEU ST THANHHOA","HONOAI 3 INDUSTRIAL ZONE;","DONGNAI","","HOCHI MINH","VIETNAM","","00-84-613982894","00-84613981689","","  "," "," ","",15386,"EPDC","DLL"
"230001","INTRANSIT TECHNOLOGIES","6289 E.SLAUSON AVE. .","","COMMERCE","90040","CA","USA","949-481-7935","","RAUL MARTINEZ X102","RAULM@INTRANSITTECH.COM","  "," "," ","",15387,"EPDC","DLL"
"25001","DIVERSIFIED INDUSTRIAL PRODUCT","40 SKYLINE DRIVE","","DEER PARK","11729","NY","USA","631-761-6200","631-761-6201","DAVID WOLFSON","DWOLFSON@DIPMETALS.COM","DD","Y"," ","AUTO",1046,"EPDC","DLL"
"25002","BODYCOTE THERMAL PROCESSING","3370 BENEDICT WAY","","HUNTLNGTON PARK","90255","CA","USA","323-583-1231","","RUBY BARBOZA","","  "," "," ","",1047,"EPDC","DLL"
"2674","HUTCHINSON SEAL DE MEXICO;S.A.","PELICANOS NO. 313; LOMAS DE SN","FERNANDO EXEJIDO CHAPULTEPEC","ENSENADA","22785","BJ","MEX","248-375-4190","562-861-4955","RUBBER","LORRAINE.JANKOW@HUTCHINSON-SEAL-SALES.COM","SS"," "," ","AUTO",1050,"EPDC","DLL"
"276","GE LIGHTING","NATIONAL CUSTOMER SERVICE","P.O. BOX 91316","CHICAGO","60693","IL","","800-327-0097","","KRISTEN SIKORSKY","","EE"," "," ","AUTO",1051,"EPDC","DLL"
"2837","AMERICAN YAZAKI CORPORATION","12 LEIGH FISHER BLVD","","EL PASO","79906","TX","USA","298-2548","772-0532","MIKE DIAZ298-1706FAX","MICHAEL.DIAZ@US.YAZAKI.COM","DD"," "," ","AUTO",1052,"EPDC","DLL"
"300013","CONTROLLED COATINGS; INC.","1801 WEST ROSE GARDEN LANE #6","","PHOENIX","85027","AZ","USA","623-780-1214","(623)516-0304","SUPPLIER INFORMATION","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","",32330,"EPDC","DLL"
"300020","THE HITT COMPANIES","3231 W. MACARTHUR BLVD","","SANTA ANA","92704","CA","USA","747-979-1405","714-979-1407","SUPPLIER INFORMATION","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","",32382,"EPDC","DLL"
"300023","ARMOR METAL & SUPPLY, INC.","9925 CARNEGLE","","EL PASO","79925","TX","USA","915-594-8263","","SUPPLIER INFORMATION","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","",32400,"EPDC","DLL"
"300033","CORRUGADOS DE BAJA CALIFORNIA S DE R L DE CV","CARRETERA PANAMERICANA #9031-B,","PARQUE IND AEROPUERTO","JUAREZ","","CHIH","","","","SUPPLIER INFORMATION","ENTER MAIN CONTACT EMAIL HERE","CC","Y"," ","",32498,"EPDC","DLL"
"300034","DAYLIGHT CORRUGATED DE MEXICO  S. DE R.L DE C.V.","6101 GATEWAY WEST","SPC 520 PMB #535","EL PASO","79925","TX","USA","656-208-7991","","LUCIA VILLEGAS","ENTER MAIN CONTACT EMAIL HERE","CC","Y"," ","",32520,"EPDC","DLL"
"300076","AARMOR METAL","9925 CARNEGIE","","EL PASO","79925","TX","USA","","","SUPPLIER INFORMATION","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","",32380,"EPDC","DLL"
"300080","ALFA CRONOS S.A. DE C.V.","PROL HERMANOS ESCOBAR 7046,","EDIF CIPAR L-8,9 PARQUE INDUSTRIAL OMEGA","JUAREZ","32320","CHIH","MEX","(656) 627-0149","","MINERVA SOTO","MINERVA.SOTO@ALFACRONOS.COM","CC","Y"," ","AERO",32508,"EPDC","DLL"
"300093","GABRIEL PHENOXIES INC","808 CEL RIVER ROAD","","ROCK HILL","29730","C","USA","440-992-3204","","MATT PAOLONE","ENTER MAIN CONTACT EMAIL HERE","CC","N"," ","",32719,"EPDC","DLL"
"300095","A-Z PAC LLC","1490 GEORGE DIETER # 130","","EL PASO","79936","TX","USA","","","SUPPLIER INFORMATION","ENTER MAIN CONTACT EMAIL HERE","CC","N"," ","",32728,"EPDC","DLL"
"300098","CHE BENZ INC","5002 STEWARD COURT","","COLLEGE PARK","20740","MD","USA","","","SUPPLIER INFORMATION","ENTER MAIN CONTACT EMAIL HERE","CC","N"," ","",32738,"EPDC","DLL"
"30019","UNITED PLASTICS GROUP; INC.","11560 ROJAS DR.;","","EL PASO","79936-6907","TX","USA","915-225-1506","915-593-6698","CHRISTY MARTINEZ","","PP"," "," ","AUTO",1071,"EPDC","DLL"
"30025","JAMAK FABRICATION; INC","1401 NORTH BOWIE DR","","WEATHERFORD","76086","TEXAS","USA","817-594-8771","817-594-8324","DEANNE MADDOX","","  "," "," ","",1077,"EPDC","DLL"
"30028","CHICAGO RIVET","P.O. BOX 91234","","CHICAGO","60693","IL","USA","630-357-8500","630-983-9314","MAXINE CRIM","MAXINE.CRIM@CHICAGORIVET.COM","HH","N","N","AUTO",1078,"EPDC","DLL"
"30029","MONARCH LITHO INC.;","1501 DATE STREET","","MONTEBELLO","90640","CA","USA","726-1109","323-720-1169","JUAN STOCKMEYER","","  "," "," ","",1079,"EPDC","DLL"
"30033","CDW LLC.","200 N. MILWAUKEE AVE.","","VERNON HILLS","60061","IL","USA","847-465-6000","847-371-2628","KAREN PERSHKE","","  "," "," ","",1081,"EPDC","DLL"
"30038","AXXION TECHNOLOGY; L.L.C","1550 NORTHWESTERN DR.;","","EL PASO","79912","TX","","225-8928","915-225-8800","LISA MARTIN","","  "," "," ","",1084,"EPDC","DLL"
"30051","EDDLEMAN INDUSTRIES - EL PASO","ATTN: VERONICA L. MARTINEZ","1239-A BELLAMAH NW","ALBUQUERQUE","87104","NM","","915-860-9911","505-821-1863","LEO ALVARADO","","  "," "," ","",1092,"EPDC","DLL"
"30057","SOUTHERN UNION GAS","P.O. BOX 981041","","EL PASO","79998","TX","","1-800-672-1192","","OS","","  "," "," ","",1098,"EPDC","DLL"
"30060","STATE INDUSTRIAL SUPPLY CORP.","7825 HARTMAN LANE","","TUCSON","85743","AZ","USA","520-744-0919","520-744-6624","MARK LARSON/MEGAN J","MLARSON@SISAZ.COM; CUSTSERVICE2@SISAZ.COM; MJONES@","DD","N","N","AESF",1101,"EPDC","DLL"
"30062","FALCON INDUSTRIAL SUPPLY","927A TONY LAMA","","EL PASO","79915","TX","USA","915-592-2468","","","","  "," "," ","",1103,"EPDC","DLL"
"30075","INTERNATIONAL ELECTRONICS","1320 HENRY BRENNAN","STE. A","EL PASO","79936","TX","","915-598-3406","591-0146","BOB LOPEZ","BOBLOPEZ@INTELECTRONICS.COM","EE"," "," ","AUTO",1115,"EPDC","DLL"
"30092","NATIONAL RIVET & MFG CO.","P.O. BOX 471","21 E. JEFFERSON ST.","WAUPUN","53963","WI","","","920-324-3388","JIM/PAULA","JFLETCHER@NATIONALRIVET.COM/PTHOMPSON@NATIONALRIVE","HH"," "," ","AUTO",1118,"EPDC","DLL"
"30093","NEWARK ELECTRONICS","P.O. BOX 94151","","PALANTINE","60094","IL","","312-784-5100","","","","  "," "," ","",1119,"EPDC","DLL"
"30112","AAA PLATING & INSPECTION INC.","747 DIXON ST","","COMPTON","90222","CA","USA","(310)637-1066","","VIVIAN HERNANDEZ","","OO"," "," ","AESF",8388,"EPDC","DLL"
"30141","TTI INC.","5050 MARK IV PARKWAY","","FORTH WORTH","76106","TX","USA","817-624-6380","817-624-6383","NOEMI ARIAS","NOEMI.ARIAS@TTIINC.COM","DD","N","N","AUTO",1131,"EPDC","DLL"
"30162","XPEDX","P.O. BOX 26608","","EL PASO","79926","TX","","915-774-7264","","MIKE MURILLO","","  "," "," ","",1140,"EPDC","DLL"
"30197","R.O. WHITESELL","BANK OF AMERICA 98218","COLLECTION CENTER DR.","CHICAGO","60693","IL","","915-771-0522","978-750-5514","MARIA JACOBO","","  "," "," ","",1154,"EPDC","DLL"
"30198","PLAINFIELD STAMPING","P.O. BOX 265","","PLAINFIELD","60544","IL","","915-598-1214","915-591-0139","","","  "," "," ","",1155,"EPDC","DLL"
"30199","AMTRONICS","210 DOUGLASS STREET","","BROOKLYN","11217","NY","","718-625-3000","","LUIS/JACK LIWINDOWSK","","  "," "," ","",1156,"EPDC","DLL"
"30221","HERMAN/MILES TRUCKING","P.O. BOX 6017","","EL PASO","79906","TX","","915-779-7762","","EMHART","","  "," "," ","",1165,"EPDC","DLL"
"30226","DELPHI AUTOMOTIVE SYSTEMS","5725 DELPHI DR.","","TROY","48098","MI","USA","915-783-4233","(602)797-6568","VICTOR ALEMAN-CS","TROY.DELPHI.GENPACTPACKARD@DELPHI.COM","EE","N","N","AUTO",1167,"EPDC","DLL"
"30239","PATTON MACGUYER; INC.;","17 VIRGINIA AVE.;","","PROVIDENCE","02905","RI","USA","401-941-6000","401-941-5290","POLLY ROSSI","","  "," "," ","",1172,"EPDC","DLL"
"30289","HISCO EL PASO","","11455 PELLICANO DR.;","EL PASO","79936","TX","USA","915-598-1127","915-598-3179","THELMA BARAJAS","TBARAJAS@HISCOINC.COM","DD","N"," ","AESF",1194,"EPDC","DLL"
"30300","COMMERCIAL STEEL TREATING CORP","31440 STEPHENSON HIGHWAY","","MADISON HEIGHTS","48071-1693","MI","","248-588-3300","","MIKE PODE","","  "," "," ","",1196,"EPDC","DLL"
"30327","FCI USA INC.;","825 OLD TRAIL ROAD","BANK OF AMERICA","ETTERS;","17319-9769","PA","U.S.A.","248-592-2808","717-938-7620","PATY SNOW (2808)","","  "," "," ","",1205,"EPDC","DLL"
"30328","FCI AUTOMOTIVE NORTH AMERICA","28100 CABOT DRIVE","SUITE 100","NOVI","48377","MI","USA","2620-3430","","INGRID MURILLO","INGRID.MURILLO@FCI.COM","CC","N","N","AERO",32168,"EPDC","DLL"
"30339","QUALITY TECHNOLOGY CO.;","1161 TOWER RD.;","","SCHAUMBURG;","60173","IL","","847-884-1900","","","","  "," "," ","",1208,"EPDC","DLL"
"30352","ENTEGRA FASTENER CORP./ESKAY","321 FOSTER AVE.","","WOOD DALE","60191-1432","IL","","630-595-0336","630-595-0336","JIMMY","","  "," "," ","",1214,"EPDC","DLL"
"30378","BI-LINK METAL SPECIALTIES","391 SOUTH GLEN ALLYN RD.","","BLUMINGDALE","60108","IL","USA","630-545-8125","630-858-5995","SUSAN LEIGHTON","J.LABUSCH@BI-LINKIL.COM","MM","N","N","AUTO",1223,"EPDC","DLL"
"30382","GLOBAL METALS","5823 N. MESA SUITE 289","","EL PASO","79912","TX","","915-581 9350","915-581-8146","FRANCISCO VINIEGRA","","  "," "," ","",1225,"EPDC","DLL"
"30414","EL PASO PAPER BOX","222 N. CONCEPTION","","EL PASO","79906","TX","","915-779-3999","(915)779 5566","PAUL MALOOLY","","  "," "," ","",1237,"EPDC","DLL"
"30436","MC MASTER-CARR","9630 NORWALK BLVD.","","SANTA FE SPRING","90670","CA","","310-695-0677","","YARIA ELENA","LA.VENTAS@MCMASTER.COM","  "," "," ","",1248,"EPDC","DLL"
"30437","SAFRAN POWER USA","4115 CORPORATE CENTER DR.","","MONROE","28110","NC","USA","704-282-2501","704-282-2742","JANELLE LAVELLE","","DD"," "," ","",1249,"EPDC","DLL"
"30438","PROTECTIVE CLOSURES CORP.;","2150 ELMWOOD AVE.;","","BUFFALO","14207","NY","","716-876-9855","716-874-1680","JENNIFFER SHANLEY","","  "," "," ","",1250,"EPDC","DLL"
"30439","SAFRAN POWER USA","8380 DARROW RD.","","TWINSBURG","44087","OH","","330-995-1267","","","","DD"," "," ","",1251,"EPDC","DLL"
"30440","SAFRAN POWER UK","PITSTONE GREEN BUSINESS PARK","WESTFIELD RD.;","PITSTONE","LU79GT","BUCKS","UNITED KINGDOM","4401296663000","","IAN THOMPSON","","DD","Y","J","",1252,"EPDC","DLL"
"30453","ALLIED ELECTRONICS; INC","7500 VISCOUNT","SUITE 118","EL PASO","79925","TX","","915-593-6291","","CLAUDIA NUNEZ","CLAUDIA.NUNEZ@ALLIEDELEC.COM","DD"," "," ","AUTO",1256,"EPDC","DLL"
"30466","M.A. HANNA COLOR","1851 CHESPARK DR.","","GASTONIA;","28052","NC","U.S.A.","704 864-4632","(704)861 8144","NEW NAME: POLYONE","","  "," "," ","",1260,"EPDC","DLL"
"30469","TECHNICAL ENGINEERING DEVICES","5310 DERRY AVE.;","BLDG. H","AGOURA","91301","CA","","818-735-5474","","","","EE"," "," ","AUTO",1262,"EPDC","DLL"
"30476","DIGI-KEY","701 BROOKS AVE. S.;","","THIEF RIVER","56701-0677","FALLS; MI","","1-800-344-4539","","","","  "," "," ","",1264,"EPDC","DLL"
"30507","AT&T","","PO BOX 5080","CAROL STREAM","60197-5080","IL","","800 559 7928","","ACCT# 847 888-0930 266 4","","OO","Y"," ","",1281,"EPDC","DLL"
"30516","ZARCO ELECTRONIC SUPPLY INC.;","1033 HUMBLE PLACE #460","","EL PASO","79915","TX","USA","915-778-3593","915-778-0671","JOSE MATA X105","JOSE MATA - JOSE@ZARCOELECTRONIC.COM","  "," "," ","",1287,"EPDC","DLL"
"30518","FRONTEX INDS","6400 AIRPORT RD.","BLDG. B STE. O","EL PASO","79925","TX","USA","915-772-7867","915-772-7913","ARMANDO LOPEZ","FRONTEX@SBCGLOBAL.NET","PP"," "," ","AERO",1288,"EPDC","DLL"
"30522","BAMAR PLASTICS","1702 S. ROBINSON STREET","","SOUTHBEND","46613-3490","IN","USA","574-234-4066","574-234-1849","JIM EBEL","JEBEL@BAMARPLASTICS.COM","PP","N","N","AUTO",1289,"EPDC","DLL"
"30523","SPRING ENGINEERS OF DALLAS LTD","1601 TERRE COLONY CT","","DALLAS","75212","TX","USA","214-775-0277","214-634-7922","ROSA HERNANDEZ","RHERNANDEZ@SEIMETALFORMS.COM","MM","N","N","AUTO",1290,"EPDC","DLL"
"30528","ELECTRICAL INSULATION SUPPLIER","FILE # 98059","P.O. BOX 7058","SAN FRANCISCO","94120-7058","CA","","594-8251","","DO NOT USE","","  "," "," ","",1293,"EPDC","DLL"
"3054","GREATBATCH","730 24TH. AVE. SE","","MINNEAPOLIS","55414","MN","USA","612-676-7247","716-759-2562","SARAH LYONS","SLYONS@GREATBATCHMEDICAL.COM","MM","N","N","AESF",1299,"EPDC","DLL"
"30542","BRADFORD COMPANY","13500 QUINCY STREET","P.O. BOX 1199","HOLLAND","49422","MI","","616-399-3000","(616)399-3939","CRAIG VAN DYKE","","  "," "," ","",1301,"EPDC","DLL"
"30543","WILLIAM URBAN","","CAPSONIC AUTOMOTIVE; INC.","EL PASO","79936","TX","","","","","","  "," "," ","",1302,"EPDC","DLL"
"30544","GENERAL POLYMERS/ASHLAND CHEM.","5200 BLAZER PARKWAY","","DUBLIN","43017","OH","U.S.A.","800-441-0057","","ASHLAND CSR","ASHLANDCS@ASHLAND.COM","CC"," "," ","AUTO",1303,"EPDC","DLL"
"30546","F.C. BRENGMAN & ASSOCIATES","86 HIGH STREET","P.O. BOX  470","CARROLL","43112","OH","USA","740-756-4308","740-756-4905","BOB MANSON","","MM","N","N","AUTO",1305,"EPDC","DLL"
"30562","MOTION CONTROL INDUSTRIES","P.O. BOX 1327","","LOGANSPORT","46947","IN","","219-753-6391","(219) 722-5531","TERRY ROLLER","","SS"," "," ","AUTO",1315,"EPDC","DLL"
"30568","GRAND NORTHERN PRODUCTS LTD.","1525 GEZON PARKWAY SW","SUITE E","WYOMING","49509","MI","","616-261-9458","616-243-4522","DEBROAH SAMS","","  "," "," ","",1318,"EPDC","DLL"
"30571","LINCOLN ENGINEERING","16750 LINCOLN AVENUE","","GRAND HAVEN","49417","MI","U.S.A.","616-842-6399","616-842-8863","OUT OF BUSINESS 2/08","","EE"," "," ","AUTO",1319,"EPDC","DLL"
"30573","HI-CRAFT ENGINEERING","FROST BUILDING","33105 KELLY ROAD","FRASER","48006","MI","USA","586-415-2451","586-293-2550","MAGGIE CZANSTKE","MAGGIE.CZANSTKE@HICRAFTENGINEERING.COM","MM","N","N","AUTO",1320,"EPDC","DLL"
"30574","FLEX ALLOY; INC.","P.O. BOX  73570-N","","CLEVELAND","44193","OH","","330-626-7916","330-626-8162","FEY BROWNING","","  "," "," ","",1321,"EPDC","DLL"
"30578","ADEPT CUSTOM MOLDERS","P.O. BOX  7038","DEPT.  110","INDIANAPOLIS","46207-7038","IN","USA","765-454-5876","","OUT OF BUSSINES ---- CHECK LORENTSON","SHELLEYM@ACMOLDERS.COM","PP"," "," ","AUTO",1323,"EPDC","DLL"
"30580","THERMOTECH","22 SPUR DR","","EL PASO","79903","TX","U.S.A.","9157790411X218","952-933-9425","CRISTINA  TERRAZAS","","PP"," "," ","AUTO",1325,"EPDC","DLL"
"30582","CARGILL INCORPORATED","","3777 CANAL ST.","EAST CHICAGO","46312-1607","IN","","972-716-6773","","BERRY JOHNSON","","  "," "," ","",1327,"EPDC","DLL"
"30583","COLOR WORKS INC.;","11800 ROJAS DR;","STE. C-16","EL PASO","79936","TX","","","","","","  "," "," ","",1328,"EPDC","DLL"
"30585","SPIROL INTERNATIONAL CORP","30 ROCK AVE.","","DANIELSON","06239","CT","USA","860-774-8571","860-779-9877","TAMMY LMANNI 4347","TLMANNIN@SPIROL.COM","MM","N","N","AUTO",1329,"EPDC","DLL"
"30589","DELPHI PACKARD ELECTRIC SYSTEM","GENERAL MOTORS CORP.","P.O. BOX 71405","CHICAGO","60694","IL","USA","330-373-5307","","","","EE"," "," ","AUTO",1333,"EPDC","DLL"
"30592","KEATS MFG CO.","P.O. BOX 526","","WHEELING","60090","IL","USA","847 520-1133","","","SANDRA@KEATSSW.COM;  KJIMENEZ@KEATSMFG.COM","MM","N","N","AUTO",1335,"EPDC","DLL"
"30593","MERIDIAN SYSTEM","CAMBRIDGE INC. INC.","29333 STEPHENSON HIGHWAY","MADISON HEIGHT","48071","MI","","248-889-5971","313*253-4000","GRACE LUBINSKI","GLUBINSKI@MERIDIANAUTOSYSTEMS.COM","PP"," "," ","AUTO",1336,"EPDC","DLL"
"30594","J & S PRECISION PRODUCTS CO.;","16 EVESBORO RD.","","MEDFORD","08055","NJ","","609-654-0900","609-654-7098","JAMES CHAPMAN","","  "," "," ","",1337,"EPDC","DLL"
"30600","MOTION INDUSTRIES","901 TONY LAMA","","EL PASO","79915","TX","","","","","","SS"," "," ","AUTO",1339,"EPDC","DLL"
"30601","PRECISION TENSA S.A. DE C.V.","1147-G LARRY MAHAN","","EL PASO","46947","TX","","13-41-80","","RAUL/FERNANDO","","  "," "," ","",1340,"EPDC","DLL"
"30608","KENO CORPORATION","CARTAGENA 6590","","JUAREZ","32260","CHIH.","MEXICO","16-10-05-69","915-566-6629","JAIME / ALVARO ORTIZ","","  "," "," ","",1345,"EPDC","DLL"
"30622","CENTRAL RUBBER AND PLASTICS","17416 C.R. 34 GOSHEN","","GOSHEN","46528","IN","USA","(574)534-6411","(574)534 4500","SCOTT","SCOTT@CENTRALRUBBERINC.COM","RR","Y"," ","AUTO",1353,"EPDC","DLL"
"30632","SEI","1601 TERRE COLONY COURT","","DALLAS","75212","TX","USA","915-859-4183","858-1793","ANNICK","","EE"," "," ","AUTO",1358,"EPDC","DLL"
"30637","DECO PRODUCTS COMPANY","506 SANFORD ST.","","DECORAH","52101","IOWA","USA","319-382-4264","319-382-9845","","","  "," "," ","",1362,"EPDC","DLL"
"30652","RGA","11800 ROJAS C-17","","EL PASO","79936","TX","USA","915-595-2528","","IVAN/JOE/JERRY/SHEIL","","  "," "," ","",1369,"EPDC","DLL"
"30657","CAMCAR TEXTRON","P.O. BOX 106","","ELK CREEK","24326","VA","USA","276*228-1406","","JIM SPRIKER","PLANT CLOSED","HH"," "," ","AUTO",1370,"EPDC","DLL"
"30660","LAS CRUCES MACHINE & MFG. CO.;","6000 SOUTH MAIN ST. SUITE B","","MESILLA PARK","88047","NM","USA","575-526-1411","505-526-8520","ROD MITCHELL","RMITCHELL@LASCRUCESMACHINE.COM","  "," "," ","",1371,"EPDC","DLL"
"30665","FUTURE ELECTRONICS","10737 GATEWAY WEST STE. 330","113332166","EL PASO","79935","TX","USA","1-800-675-1619","514-695-3707","DIANE.CASSELMAN@FUTUREELECTRONIC.COM","DIANE.CASSELMAN@FUTUREELECTRONIC.COM","  "," "," ","AESF",1375,"EPDC","DLL"
"30695","AIM PRODUCTS; INC.","25 KENNEY DR.","","CRANSTON","02920","RI","USA","401-463-5605","401-463-0203","ARCIA VINCENT","","  "," "," ","",1391,"EPDC","DLL"
"30702","SAMTEC INC.;","810 PROGRESS BLVD.","P.O. BOX 1147","NEW ALBANY","47150-1147","IN","","800-726-8329","812-944-6733","SAMANTHA","","  "," "," ","",1393,"EPDC","DLL"
"30707","MICRO CONTACTS","62 ALPHA PLAZA","","HICKSVILLE","11801","N.Y.","","516-433-4830","954-973-6339","GERYLL L. 255","","MM"," "," ","AUTO",1398,"EPDC","DLL"
"30718","R.S. HUGHES CO.","11394 JAMES WATT DRIVE","#616","EL PASO","79936","TX","USA","915-593-5533","915-593-5571","RUBEN TORRES","RTORRES@RSHUGHES.COM","CC","N","N","AUTO",1405,"EPDC","DLL"
"30727","ADVANCED PAPERWORKS; INC","2000","","EL PASO","79923","TX","USA","915-590-6718","915-590-3835","PAT ROME/STEPHANIE","","  "," "," ","",1410,"EPDC","DLL"
"30729","DAYSTAR MANUFACTURING CO","11535 FRANKLIN AVE","","FRANKLIN PARK","60131","IL","USA","847-455-2424","847-451-2504","FRANK MAJOCHA","","  "," "," ","",1412,"EPDC","DLL"
"30730","P & J INDUSTRIES INC.;","4934 LEWIS AVE.","STEWART EFI FINISHINGS","TOLEDO","43612","OH","USA","779-8777","EXT.1013","BRUCE","BBRADBURY@STEWARTEFI.COM","MM"," "," ","AUTO",1413,"EPDC","DLL"
"30746","SPARTON TECHNOLOGIES; INC.","4901 ROCKAWAY BLVD.","","RIO RANCHO","87124","NM","USA","800-772-7866","505-892-5515","GEORGE PEREZ","","  "," "," ","",1422,"EPDC","DLL"
"30780","CLAROSTAT SENSORS & CONTROL","12055 ROJAS DR","SUITE G","EL PASO","79936","TX","","915-872-3226","915-858-8450","MARY GARCIA","MARY.GARCIA@HONEYWELL.COM","EE"," "," ","AUTO",1423,"EPDC","DLL"
"310066","PROGRESSIVE DIE & STAMPING, INC.","169 E. MAIN ST.","","COOKEVILLE","38506","TN","","915-537-6528","931-537-6045","SUPPLIER INFORMATION","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","AUTO",32374,"EPDC","DLL"
"310067","PUTNAM COUNTY PLASTIC MOLDING, INC.","815  DELMAN DRIVE","","COOKEVILLE","38501","TN","USA","931-528-3234","931-520-7891","CINDY SCANTLAND","VERBLEW@PCPM.NET","CC"," "," ","AUTO",32375,"EPDC","DLL"
"3222","PRECISE MACHINE CO.","6151 HOWARD","","NILES","60714","IL","USA","847-364-1133","847-364-0039","KEN JENSEN","KJENSEN@GTSCHMIDT.COM","MM","N","N","AUTO",1430,"EPDC","DLL"
"353","INDUSTRIAL FASTENERS","7 HARBOR PARK DRIVE","","PORT WASHINGTON","11050","NY","USA","5921223","516-484-5217","GEORGE NOLLES","","  "," "," ","",1432,"EPDC","DLL"
"36604","KINETIC DIE CASTING; INC.","6918 BECK AVENUE","","NORTH HOLLYWOD","91605","CA","USA","818-982-9200","818-982-0877","SUPPLIER INFORMATION","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",32207,"EPDC","DLL"
"3785","STONE CONTAINER CORPORATION","P.O. BOX 910386","","DALLAS","75391-0386","TX","","219-259-7881","915-772-6729","DONT USE IT DO NOT","","  "," "," ","",1434,"EPDC","DLL"
"390","JUDD WIRE INC.","124 TURNPIKE ROAD","","TURNERS FALLS","01376","MA","USA","(413) 863-4357 (337)","","GARY TALBOT","GTALBOT@JUDDWIRE.COM","WW","N","N","AUTO",2932,"EPDC","DLL"
"430000","AURORA CIRCUITS; INC.","2250 WHITE OAK CIRCLE","","AURORA","60502-9675","IL","USA","630-978-3830","","RICK KOHN / ANDY SAARNIO","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",32158,"EPDC","DLL"
"440001","PORTAGE ELECTRIC PRODUCTS; INC.","7700 FREEDOM AVENUE N.W.","","NORTH CANTON","44720","OH","USA","330-499-2727","330-499-1853","JAMES M PETRO","JPETRO@PEPIUSA.COM","CC"," "," ","????",32133,"EPDC","DLL"
"45008","ULINE","2200 S. LAKESIDE DRIVE","","WAUKEGAN","60085","IL","USA","1800-295-5510","1800-295-5571","ALLISON RUIZ","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",32083,"EPDC","DLL"
"4521","MARCO SCREW PRODUCTS","204 CHESTERFIELD IND BLVD","","CHESTERFIELD","63005","MO","","314-537-1425","314-536-1736","DAN ZEILER","","  "," "," ","",1444,"EPDC","DLL"
