ItemNumber,ItemDescription,ItemRevision,ItemStatus,ItemClass,SQE,RunLeadTimeDays,LotSizeMinimum,LotSizeMultiplier,Planner,Buyer,InventoryQty,ItemUM,ItemUnitCost,VendorItemNumber,VendorItemDescription,VendorID,VendorName,ShipToLocation,Currency,ItemKey,VendorKey,MBS,ItemAppvStatus,QtyofBlankets,FS_PONumber,VendorPriority,FS_POLnNumber,BKPOExpireDate,LineItemOrderedQuantity,ReceiptQuantity,POLineKey,BKPOStartDate
"B14198XX","CAM MOULDING",F ,A,5 ,   ,35,0,0,AS ,AS ,6565,EA,,"B14198XX","CAM MOULDING",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,27430,17803,B,,,,0,,,,,,
"B14342XG1","LEVER STALK-TAMPO",K ,O,OB,*  ,60,0,0,OBS,OBS,0,EA,,"B14342XG1","LEVER STALK-TAMPO",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,37350,17803,B,,,,0,,,,,,
"B14343XK","KNOB CAP",N ,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"B14343XK","KNOB CAP",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,37351,17803,B,,,,0,,,,,,
"B14343XL","KNOB CAP",N ,A,5 ,   ,45,1000,1000,AS ,AS ,1955,EA,,"B14343XL","KNOB CAP",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,39842,17803,B,,,,0,,,,,,
"B14344XE2","KNOB CASE TAMPO",H ,O,OB,*  ,50,0,0,OBS,OBS,9,EA,,"B14344XE2","KNOB CASE TAMPO",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,37352,17803,B,,,,0,,,,,,
"B14348XB","DRIVE GEAR",B ,A,5 ,   ,50,0,0,AS ,AS ,3345,EA,,"B14348XB","DRIVE GEAR",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,37353,17803,B,,,,0,,,,,,
"B14361XF","CARRIER CONTACT WIPER",G ,A,5 ,   ,60,0,0,AS ,AS ,54,EA,,"B14361XF","CARRIER CONTACT WIPER",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,37357,17803,B,,,,0,,,,,,
"B14363XE","BASE INTERMEDIATE",G ,A,5 ,   ,35,1000,1000,AS ,AS ,511,EA,,"B14363XE","BASE INTERMEDIATE",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,37358,17803,B,,,,0,,,,,,
"B14363XE1","BASE INTERMEDIATE",G ,A,5 ,   ,35,1000,1000,AS ,AS ,339,EA,,"B14363XE1","BASE INTERMEDIATE",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,40452,17803,B,,,,0,,,,,,
"B14372XH","BASE",L ,A,5 ,   ,60,0,0,AS ,AS ,308,EA,,"B14372XH","BASE",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,37365,17803,B,,,,0,,,,,,
"B14515XA","CONNECTOR SHAFT",C ,A,5 ,   ,45,1000,1000,AS ,AS ,1114,EA,,"B14515XA","CONNECTOR SHAFT",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,27433,17803,B,,,,0,,,,,,
"B14518XE","DRIVE MOLD",G ,A,5 ,   ,45,1000,1000,AS ,AS ,3680,EA,,"B14518XE","DRIVE MOLD",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,27434,17803,B,,,,0,,,,,,
"B14678XX","DRIVE MOLD",E ,A,5 ,   ,35,0,0,AS ,AS ,5516,EA,,"B14678XX","DRIVE MOLD",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,27301,17803,B,,,,0,,,,,,
"B15122XD","BASE-WIPER INSERT MOLDED",F ,A,5 ,   ,45,1000,1000,AS ,AS ,2030,EA,,"B15122XD","BASE-WIPER INSERT MOLDED",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,35120,17803,B,,,,0,,,,,,
"B15356XA","SPRING DETENT WIPER",A ,A,5 ,   ,45,0,0,AS ,AS ,5316,EA,,"B15356XA","SPRING DETENT WIPER",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,37544,17803,B,,,,0,,,,,,
"B15768XD","BASE SHAFT",F ,A,5 ,   ,45,1000,1000,AS ,AS ,1470,EA,,"B15768XD","BASE SHAFT",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,35109,17803,B,,,,0,,,,,,
"B15770XB","ACTION PIECE",C ,A,5 ,   ,45,1000,1000,AS ,AS ,1696,EA,,"B15770XB","ACTION PIECE",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,35110,17803,B,,,,0,,,,,,
"B16788XB","SPRING TORSION",B ,A,5 ,   ,25,0,0,DG1,DG1,949,EA,,"B16788XB","SPRING TORSION",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,27495,17803,B,,,,0,,,,,,
"B18467XV","PLATE-TOP BK",V ,A,5 ,   ,50,1000,1000,AS ,AS ,1985,EA,,"B18467XV","PLATE-TOP BK",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,33743,17803,B,,,,0,,,,,,
"B18521XX","KNOB CAP",B ,A,5 ,   ,50,3000,1000,AS ,AS ,14169,EA,,"B18521XX","KNOB CAP",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,33728,17803,B,,,,0,,,,,,
"B18538XX","KNOB CASE",H ,A,5 ,   ,40,1000,1000,AS ,AS ,5330,EA,,"B18538XX","KNOB CASE",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,33726,17803,B,,,,0,,,,,,
"P11389XX","BASE INSERT",M ,A,5 ,   ,40,1000,1000,AS ,AS ,69,EA,,"P11389XX","BASE INSERT",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,37333,17803,S,,,,0,,,,,,
"P14345XB","ACTUATOR",* ,A,5 ,   ,50,0,0,AS ,AS ,1767,EA,,"P14345XB","ACTUATOR",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,37550,17803,S,,,,0,,,,,,
"P18452XX","BASE-INSERT MOLDE VIPER ZJ GJ",P ,A,5 ,   ,45,1000,1000,AS ,AS ,202,EA,,"P18452XX","BASE-INSERT MOLDE VIPER ZJ GJ",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,33713,17803,S,,,,0,,,,,,
"P18452XX1","BASE-INSERT MOLDED WIPER ASSY",P ,A,5 ,   ,50,100,100,AS ,AS ,497,EA,,"P18452XX1","BASE-INSERT MOLDED WIPER ASSY",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,33768,17803,S,,,,0,,,,,,
"P18455XX","BASE-INSERT MOLDED WIPER ASSY",M ,A,5 ,   ,50,1000,1000,AS ,AS ,445,EA,,"P18455XX","BASE-INSERT MOLDED WIPER ASSY",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,33696,17803,S,,,,0,,,,,,
"P18457XX","INTERMEDIATE BASE & INSET ASSY",R ,A,5 ,   ,45,1000,1000,AS ,AS ,4545,EA,,"P18457XX","INTERMEDIATE BASE & INSET ASSY",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,33757,17803,S,,,,0,,,,,,
"P18494XX","ACTUATOR",C ,A,5 ,   ,45,1000,1000,AS ,AS ,781,EA,,"P18494XX","ACTUATOR",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,33751,17803,S,,,,0,,,,,,
"P18965XX","INTERMEDIANTE BASE & INSERT ASSY",K ,A,5 ,   ,50,1000,1000,AS ,AS ,236,EA,,"P18965XX","INTERMEDIANTE BASE & INSERT AS",050011,"FABRIK MOLDED PLASTICS",EPDC,DLL,33717,17803,S,,,,0,,,,,,
"14149XK-10","OPERATING ARM FOG",T ,A,5 ,SN ,40,2000,324,AS ,AS ,3293,EA,,"14149XK-10","OPERATING ARM FOG",050012,"MID - AMERICAN PLASTIC CO.",EPDC,DLL,43994,17804,B,,,,0,,,,,,
"B13577XG1","LIGHTING SLD INSERT UNREELED NI",J ,A,5 ,   ,35,0,0,AS ,AS ,1058,EA,,"B13577XG1","LIGHTING SLD INSERT UNREELED N",050012,"MID - AMERICAN PLASTIC CO.",EPDC,DLL,27464,17804,B,,,,0,,,,,,
"B14121XD","PLUNGER T/S",D ,A,5 ,SN ,45,5000,5000,AS ,AS ,3968,EA,,"B14121XD","PLUNGER T/S",050012,"MID - AMERICAN PLASTIC CO.",EPDC,DLL,27275,17804,B,,,,0,,,,,,
"B14127XG","CANCEL PAWL (PL)",J ,A,5 ,SN ,45,3000,3000,AS ,AS ,2812,EA,,"B14127XG","CANCEL PAWL (PL)",050012,"MID - AMERICAN PLASTIC CO.",EPDC,DLL,33071,17804,B,,,,0,,,,,,
"B14129XF","CONTACT TURN SIGNAL",G ,A,5 ,   ,45,4500,4500,AS ,AS ,4967,EA,,"B14129XF","CONTACT TURN SIGNAL",050012,"MID - AMERICAN PLASTIC CO.",EPDC,DLL,27230,17804,B,,,,0,,,,,,
"B14146XG","CONTACT CARRIER C/O",H ,A,5 ,SN ,45,2000,2000,AS ,AS ,2434,EA,,"B14146XG","CONTACT CARRIER C/O",050012,"MID - AMERICAN PLASTIC CO.",EPDC,DLL,27256,17804,B,,,,0,,,,,,
"B14149XK","OPERATING ARM FOG",N ,A,5 ,   ,20,0,0,AS ,AS ,18066,EA,,"B14149XK","OPERATING ARM FOG",050012,"MID - AMERICAN PLASTIC CO.",EPDC,DLL,27445,17804,B,,,,0,,,,,,
"B14151XG","LIGHTING SLIDE",J ,A,5 ,SN ,45,2000,2000,AS ,AS ,3419,EA,,"B14151XG","LIGHTING SLIDE",050012,"MID - AMERICAN PLASTIC CO.",EPDC,DLL,27318,17804,B,,,,0,,,,,,
"B14357XD","CANCEL PAWL",G ,A,5 ,   ,60,0,0,AS ,AS ,2246,EA,,"B14357XD","CANCEL PAWL",050012,"MID - AMERICAN PLASTIC CO.",EPDC,DLL,37356,17804,B,,,,0,,,,,,
"P11371XH","CONTACT CARRIER-TURN SIGNAL",H ,A,5 ,   ,40,0,0,AS ,AS ,2100,EA,,"P11371XH","CONTACT CARRIER-TURN SIGNAL",050012,"MID - AMERICAN PLASTIC CO.",EPDC,DLL,37331,17804,S,,,,0,,,,,,
"P11372XR","KNOB-HAZARD",U ,A,5 ,   ,40,1,1,AS ,AS ,822,EA,,"P11372XR","KNOB-HAZARD",050012,"MID - AMERICAN PLASTIC CO.",EPDC,DLL,37300,17804,S,,,,0,,,,,,
"P13890XD","WIPER RACK CARRIER",E ,A,5 ,   ,45,1000,1000,AS ,AS ,881,EA,,"P13890XD","WIPER RACK CARRIER",050012,"MID - AMERICAN PLASTIC CO.",EPDC,DLL,37339,17804,S,,,,0,,,,,,
"P14467XX","WIPER RACK-GOLD",A ,A,5 ,   ,40,0,0,AS ,AS ,492,EA,,"P14467XX","WIPER RACK-GOLD",050012,"MID - AMERICAN PLASTIC CO.",EPDC,DLL,37557,17804,S,,,,0,,,,,,
"200-511","TERMINAL",C ,A,43,   ,35,1000,1000,DG1,DG1,1519,EA,,"200-511","TERMINAL",050013,"OHARE SPRING",EPDC,DLL,1608,17805,B,,,,0,,,,,,
"934013","SPRING; FAILSAFE",A ,A,24,   ,45,2800,2800,DG1,DG1,817,EA,,"934013","SPRING; FAILSAFE",050013,"OHARE SPRING",EPDC,DLL,10819,17805,B,,,,0,,,,,,
"946005","*SPRING",C ,A,51,   ,45,5000,5000,DG1,DG1,2095,EA,,"946005","*SPRING",050013,"OHARE SPRING",EPDC,DLL,11171,17805,B,,,,0,,,,,,
"A14333XX","CONTACT SPRING",A ,A,5 ,   ,20,0,0,DG1,DG1,0,EA,,"A14333XX","CONTACT SPRING",050013,"OHARE SPRING",EPDC,DLL,27268,17805,B,,,,0,,,,,,
"B11353XF","SPRING-WASH WIPER",F ,A,5 ,   ,40,0,0,DG1,DG1,774,EA,,"B11353XF","SPRING-WASH WIPER",050013,"OHARE SPRING",EPDC,DLL,37310,17805,B,,,,0,,,,,,
"B11359XX","SPRING-HORN",C ,A,5 ,   ,40,0,0,DG1,DG1,1466,EA,,"B11359XX","SPRING-HORN",050013,"OHARE SPRING",EPDC,DLL,37314,17805,B,,,,0,,,,,,
"B11365XX","SPRING",B ,A,5 ,   ,30,0,0,DG1,DG1,1456,EA,,"B11365XX","SPRING",050013,"OHARE SPRING",EPDC,DLL,37316,17805,B,,,,0,,,,,,
"B11373XX","SPRING HAZARD",B ,A,5 ,   ,25,0,0,DG1,DG1,4780,EA,,"B11373XX","SPRING HAZARD",050013,"OHARE SPRING",EPDC,DLL,27457,17805,B,,,,0,,,,,,
"B11382XX","SPRING-OPT HORN",B ,A,5 ,   ,35,0,0,DG1,DG1,391,EA,,"B11382XX","SPRING-OPT HORN",050013,"OHARE SPRING",EPDC,DLL,37321,17805,B,,,,0,,,,,,
"B11385XX","SPRING-DIMMER",D ,A,5 ,   ,35,0,0,DG1,DG1,5725,EA,,"B11385XX","SPRING-DIMMER",050013,"OHARE SPRING",EPDC,DLL,37324,17805,B,,,,0,,,,,,
"B11387XX","SPRING-DIMMER",B ,A,5 ,   ,35,0,0,DG1,DG1,1367,EA,,"B11387XX","SPRING-DIMMER",050013,"OHARE SPRING",EPDC,DLL,37325,17805,B,,,,0,,,,,,
"B11394XX","SPRING-HELICAL",B ,A,5 ,   ,35,0,0,DG1,DG1,5909,EA,,"B11394XX","SPRING-HELICAL",050013,"OHARE SPRING",EPDC,DLL,37326,17805,B,,,,0,,,,,,
"B12785XD","SPRING-ANTI-JAM",D ,A,5 ,   ,35,0,0,DG1,DG1,2001,EA,,"B12785XD","SPRING-ANTI-JAM",050013,"OHARE SPRING",EPDC,DLL,37330,17805,B,,,,0,,,,,,
"B13598XD","CAM FOLLOWER",E ,A,5 ,   ,40,0,0,DG1,DG1,2842,EA,,"B13598XD","CAM FOLLOWER",050013,"OHARE SPRING",EPDC,DLL,27470,17805,B,,,,0,,,,,,
"B13974XX","SPRING",  ,A,5 ,   ,30,1000,0,DG1,DG1,648,EA,,"B13974XX","SPRING",050013,"OHARE SPRING",EPDC,DLL,33040,17805,B,,,,0,,,,,,
"B13975XC","SPRING",C ,A,5 ,   ,35,0,0,DG1,DG1,6537,EA,,"B13975XC","SPRING",050013,"OHARE SPRING",EPDC,DLL,27471,17805,B,,,,0,,,,,,
"B13979XX","SPRING-CONTACT",  ,A,5 ,   ,20,200,200,DG1,DG1,387,EA,,"B13979XX","SPRING-CONTACT",050013,"OHARE SPRING",EPDC,DLL,33041,17805,B,,,,0,,,,,,
"B14076XX","SPRING",B ,A,5 ,   ,20,0,0,DG1,DG1,1403,EA,,"B14076XX","SPRING",050013,"OHARE SPRING",EPDC,DLL,27474,17805,B,,,,0,,,,,,
"B14284XX","SPRING-ACTION",A ,A,5 ,   ,20,0,0,DG1,DG1,778,EA,,"B14284XX","SPRING-ACTION",050013,"OHARE SPRING",EPDC,DLL,35083,17805,B,,,,0,,,,,,
"B14309XX","SPRING",A ,A,5 ,   ,25,5000,5000,DG1,DG1,7752,EA,,"B14309XX","SPRING ANTI JAM",050013,"OHARE SPRING",EPDC,DLL,27276,17805,B,,,,0,,,,,,
"B14333XX","CONTACT SPRING",A ,A,5 ,   ,30,1000,1000,DG1,DG1,5196,EA,,"B14333XX","CONTACT SPRING",050013,"OHARE SPRING",EPDC,DLL,27502,17805,B,,,,0,,,,,,
"B14356XA","SPRING",A ,A,5 ,   ,45,0,0,DG1,DG1,1407,EA,,"B14356XA","SPRING",050013,"OHARE SPRING",EPDC,DLL,37355,17805,B,,,,0,,,,,,
"B14366XA","SPRING WAH WIPER",A ,A,5 ,   ,45,0,0,DG1,DG1,15599,EA,,"B14366XA","SPRING WAH WIPER",050013,"OHARE SPRING",EPDC,DLL,37360,17805,B,,,,0,,,,,,
"B14368XA","SPRING WASH ARM",A ,A,5 ,   ,50,0,0,DG1,DG1,1183,EA,,"B14368XA","SPRING WASH ARM",050013,"OHARE SPRING",EPDC,DLL,37362,17805,B,,,,0,,,,,,
"B14371XA","SPRING",A ,A,5 ,   ,45,0,0,DG1,DG1,6803,EA,,"B14371XA","SPRING",050013,"OHARE SPRING",EPDC,DLL,37364,17805,B,,,,0,,,,,,
"B14385XA","SPRING",A ,A,5 ,   ,40,0,0,DG1,DG1,583,EA,,"B14385XA","SPRING",050013,"OHARE SPRING",EPDC,DLL,39016,17805,B,,,,0,,,,,,
"B14484XX","SPRING CENTER",A ,A,5 ,   ,45,0,0,DG1,DG1,6054,EA,,"B14484XX","SPRING CENTER",050013,"OHARE SPRING",EPDC,DLL,37373,17805,B,,,,0,,,,,,
"B14681XC","SPRING WIPER",C ,A,5 ,   ,90,0,0,DG1,DG1,4360,EA,,"B14681XC","SPRING WIPER",050013,"OHARE SPRING",EPDC,DLL,33723,17805,B,,,,0,,,,,,
"B14705XC","SPRING COMPRESSION",C ,A,5 ,   ,35,0,0,DG1,DG1,401,EA,,"B14705XC","B10958XX",050013,"OHARE SPRING",EPDC,DLL,33043,17805,B,,,,0,,,,,,
"B14724XX","SPRING COMPRESSION",A ,A,5 ,   ,30,10000,0,DG1,DG1,9003,EA,,"B14724XX","SPRING",050013,"OHARE SPRING",EPDC,DLL,27302,17805,B,,,,0,,,,,,
"B14787XX","SIGHT SHIELD",* ,A,5 ,   ,40,0,0,DG1,DG1,0,EA,,"B14787XX","SIGHT SHIELD",050013,"OHARE SPRING",EPDC,DLL,29037,17805,B,,,,0,,,,,,
"B14923XX","SPRING",A ,A,5 ,   ,20,5000,1000,DG1,DG1,31417,EA,,"B14923XX","SPRING",050013,"OHARE SPRING",EPDC,DLL,27239,17805,B,,,,0,,,,,,
"B15029XX","SPRING COMPRESSION",A ,A,5 ,   ,30,15000,0,DG1,DG1,9396,EA,,"B15029XX","SPRING COMPRESSION",050013,"OHARE SPRING",EPDC,DLL,27303,17805,B,,,,0,,,,,,
"B15039XB","SPRING ANTI JAM",B ,A,5 ,   ,35,0,0,DG1,DG1,1739,EA,,"B15039XB","SPRING ANTI JAM",050013,"OHARE SPRING",EPDC,DLL,27480,17805,B,,,,0,,,,,,
"B15124XA","SPRING-WASH CONTACT",A ,A,5 ,   ,20,0,0,DG1,DG1,2115,EA,,"B15124XA","SPRING-WASH CONTACT",050013,"OHARE SPRING",EPDC,DLL,35088,17805,B,,,,0,,,,,,
"B15314XA","SPRING HAZARD RETURN",A ,A,5 ,   ,25,0,0,DG1,DG1,3819,EA,,"B15314XA","SPRING HAZARD RETURN",050013,"OHARE SPRING",EPDC,DLL,27247,17805,B,,,,0,,,,,,
"B15356XA","SPRING DETENT WIPER",A ,A,5 ,   ,45,0,0,AS ,AS ,5316,EA,,"B15356XA","SPRING DETENT WIPER",050013,"OHARE SPRING",EPDC,DLL,37544,17805,B,,,,0,,,,,,
"B15389XA","SPRING COMPRESSION",B ,A,5 ,   ,30,25,25,DG1,DG1,45319,EA,,"B15389XA","SPRING COMPRESSION",050013,"OHARE SPRING",EPDC,DLL,27306,17805,B,,,,0,,,,,,
"B16081XA","SPRING-WASH",A ,A,5 ,   ,40,0,0,DG1,DG1,1531,EA,,"B16081XA","SPRING-WASH",050013,"OHARE SPRING",EPDC,DLL,37547,17805,B,,,,0,,,,,,
"B16206XB","SPRING-COMPRESSION",B ,A,5 ,   ,30,2000,2000,DG1,DG1,2203,EA,,"B16206XB","SPRING-COMPRESSION",050013,"OHARE SPRING",EPDC,DLL,35112,17805,B,,,,0,,,,,,
"B16237XB","SPRING LIGHTING SLIDE CONTACT",B ,A,5 ,   ,25,10000,5000,DG1,DG1,16533,EA,,"B16237XB","SPRING LIGHTING SLIDE CONTACT",050013,"OHARE SPRING",EPDC,DLL,27263,17805,B,,,,0,,,,,,
"B16238XA","SPRING C/O CONTACT",A ,A,5 ,   ,25,0,0,DG1,DG1,12914,EA,,"B16238XA","SPRING C/O CONTACT",050013,"OHARE SPRING",EPDC,DLL,27259,17805,B,,,,0,,,,,,
"B16239XA","SPRING COMPRESSION",A ,A,5 ,   ,20,0,0,DG1,DG1,5148,EA,,"B16239XA","SPRING COMPRESSION",050013,"OHARE SPRING",EPDC,DLL,27254,17805,B,,,,0,,,,,,
"B16788XB","SPRING TORSION",B ,A,5 ,   ,25,0,0,DG1,DG1,949,EA,,"B16788XB","SPRING TORSION",050013,"OHARE SPRING",EPDC,DLL,27495,17805,B,,,,0,,,,,,
"B17876XA1","SPRING",C ,A,5 ,   ,20,0,0,DG1,DG1,2239,EA,,"B17876XA1","SPRING GN UN MONITORED",050013,"OHARE SPRING",EPDC,DLL,27473,17805,B,,,,0,,,,,,
"B18170XD","SPRING PHOS FINISH",E ,A,5 ,LFG,20,20,20,DG1,DG1,22650.96,EA,,"B18170XD","SPRING PHOS FINISH",050013,"OHARE SPRING",EPDC,DLL,27283,17805,B,,,,0,,,,,,
"B18172XD","SPRING",E ,A,5 ,   ,30,3000,3000,DG1,DG1,1767,EA,,"B18172XD","SPRING",050013,"OHARE SPRING",EPDC,DLL,33739,17805,B,,,,0,,,,,,
"B18175XC","SPRING",D ,A,5 ,   ,30,0,0,DG1,DG1,7099,EA,,"B18175XC","SPRING",050013,"OHARE SPRING",EPDC,DLL,33725,17805,B,,,,0,,,,,,
"B18178XC","SPRING-CONTACT",D ,A,5 ,   ,30,0,0,DG1,DG1,9295,EA,,"B18178XC","SPRING-CONTACT",050013,"OHARE SPRING",EPDC,DLL,33710,17805,B,,,,0,,,,,,
"B18464XG","SPRING-TENSION",H ,A,5 ,   ,30,1000,1000,DG1,DG1,574,EA,,"B18464XG","SPRING-TENSION",050013,"OHARE SPRING",EPDC,DLL,33711,17805,B,,,,0,,,,,,
"B18509XX","SPRING",A ,A,5 ,   ,30,0,0,DG1,DG1,2625,EA,,"B18509XX","SPRING",050013,"OHARE SPRING",EPDC,DLL,33763,17805,B,,,,0,,,,,,
"B18536XB","SPRING",C ,A,5 ,   ,45,5000,1000,DG1,DG1,8221,EA,,"B18536XB","SPRING",050013,"OHARE SPRING",EPDC,DLL,33688,17805,B,,,,0,,,,,,
"B18678XB","SPRING",C ,A,5 ,   ,25,10000,5000,DG1,DG1,45197,EA,,"B18678XB","SPRING",050013,"OHARE SPRING",EPDC,DLL,27277,17805,B,,,,0,,,,,,
"B19008XD","SPRING CONTACT",E ,A,5 ,   ,20,5000,1000,DG1,DG1,15471,EA,,"B19008XD","SPRING CONTACT",050013,"OHARE SPRING",EPDC,DLL,27231,17805,B,,,,0,,,,,,
"B19059XC","SPRING",D ,A,5 ,   ,30,5000,0,DG1,DG1,3809,EA,,"B19059XC","SPRING",050013,"OHARE SPRING",EPDC,DLL,33744,17805,B,,,,0,,,,,,
"B11360XX","PLUNGER",B ,A,5 ,   ,120,50000,50000,DG1,DG1,46272,EA,,"B11360XX","PLUNGER",050014,"STEVENS COMPANY LLC",EPDC,DLL,27293,17806,B,A,,,1,,,,,,
"P610-030","BODY VALVE ASSY 19059",C ,O,OB,?  ,5,1,1,OBS,OBS,0,EA,,"P610-030","BODY VALVE ASSY 19059",050014,"STEVENS COMPANY LLC",EPDC,DLL,48106,17806,S,,,,0,,,,,,
"P620-030","BODY VALVE ASSY 19073",C ,A,98,?  ,5,6,6,DG1,DG1,0,EA,,"P620-030","BODY VALVE ASSY 19073",050014,"STEVENS COMPANY LLC",EPDC,DLL,48095,17806,S,,,,0,,,,,,
"P640-030","BODY VALVE ASSY 19053",A ,O,OB,?  ,5,1,1,OBS,OBS,0,EA,,"P640-030","BODY VALVE ASSY 19053",050014,"STEVENS COMPANY LLC",EPDC,DLL,48108,17806,S,,,,0,,,,,,
"206115","GEAR RING",A ,O,OB,?  ,40,1000,1000,OBS,OBS,10726,EA,,"206115","GEAR RING",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,50071,19986,B,,,,0,,,,,,
"206310","HOUSING (KJ)",A ,O,OB,?  ,20,1000,1000,OBS,OBS,3267,EA,,"206310","HOUSING (KJ)",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,50115,19986,B,,,,0,,,,,,
"517571XA","CANCEL PAWL",* ,A,5 ,   ,40,0,0,AS ,AS ,485,EA,,"517571XA","CANCEL PAWL",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,33070,19986,B,,,,0,,,,,,
"B11379XX","ACTUATOR ELEVATOR",D ,A,5 ,   ,40,0,0,AS ,AS ,4020,EA,,"B11379XX","ACTUATOR ELEVATOR",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,37319,19986,B,,,,0,,,,,,
"B11396XX","CARRIER-WASH CONTACT",K ,A,5 ,   ,40,0,0,AS ,AS ,1074,EA,,"B11396XX","CARRIER-WASH CONTACT",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,37306,19986,S,,,,0,,,,,,
"B11618XX","GEAR DRIVE",F ,A,5 ,   ,40,0,0,AS ,AS ,963,EA,,"B11618XX","GEAR DRIVE",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,37327,19986,B,,,,0,,,,,,
"B13507XX","PLATE LOCATION",D ,A,5 ,   ,20,0,0,AS ,AS ,1418,EA,,"B13502XD","PLATE LOCATION",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,27461,19986,B,,,,0,,,,,,
"B13509XF1","COVER-WIPER",  ,A,5 ,   ,45,1000,1000,AS ,AS ,1171,EA,,"B13509XF1","COVER-WIPER",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,33030,19986,B,,,,0,,,,,,
"B13593XG","BASE SHAFT",H ,A,5 ,   ,35,2500,2500,AS ,AS ,4082,EA,,"B13593XG","BASE SHAFT",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,27294,19986,B,A,,,1,,,,,,
"B13594XN","CONNECTOR SHAFT",N ,A,5 ,   ,45,15000,15000,AS ,AS ,7633,EA,,"B13594XN","CONNECTOR SHAFT",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,27295,19986,B,,,,0,,,,,,
"B13596XJ","COVER DI M/F",J ,A,5 ,   ,40,2500,2500,AS ,AS ,3028,EA,,"B13596XJ","COVER DI M/F",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,27469,19986,B,,,,0,,,,,,
"B14184XP","SHAFT CONNECTOR",R ,A,5 ,   ,45,1000,1000,AS ,AS ,11160,EA,,"B14184XP","SHAFT CONNECTOR",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,27477,19986,B,,,,0,,,,,,
"B18151XX","PLUNGER-CENTER",D ,A,5 ,   ,40,1000,1000,AS ,AS ,350,EA,,"B18151XX","PLUNGER-CENTER",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,33736,19986,B,,,,0,,,,,,
"B18437XX","PLUNGER DIMMER",C ,A,5 ,   ,20,15000,15000,AS ,AS ,14045,EA,,"B18437XX","PLUNGER",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,27307,19986,B,,,,0,,,,,,
"P11392XX","TERMINAL HEANDER-INSERT MOLDED",H ,A,5 ,   ,45,0,0,AS ,AS ,1298,EA,,"P11392XX","TERMINAL HEANDER-INSERT MOLDED",050015,"COMPONENT PLASTICS INC.",EPDC,DLL,37336,19986,S,,,,0,,,,,,
"B11390XX","INSERT",H ,A,5 ,   ,45,0,0,DG1,DG1,1218,EA,,"B11390XX","INSERT",050016,"TRUELINE INC.",EPDC,DLL,37334,22590,B,,,,0,,,,,,
"B15358XA","BALL-STEEL T/S",A ,A,5 ,   ,40,0,0,DG1,DG1,7376,EA,,"B15358XA","BALL-STEEL T/S",050018,"HARTFORD TECHNOLOGIES",EPDC,DLL,37545,27616,B,,,,0,,,,,,
"B19164XX","BALL-DELRIN 5/32""",B ,A,5 ,   ,40,240000,80000,DG1,DG1,215092,EA,,"B19164XX","BALL-DELRIN 5/32IN",050018,"HARTFORD TECHNOLOGIES",EPDC,DLL,33727,27616,B,,,,0,,,,,,
